,Word,Qtd_total,Qtd_interdocumental,stopword
18730,9707932,1,1,0
18731,627045,1,1,0
18732,9708074,1,1,0
18733,627070,1,1,0
18734,9707985,1,1,0
18735,626526,1,1,0
18736,9707811,1,1,0
18737,626225,1,1,0
18738,9707003,1,1,0
18739,626066,1,1,0
18740,625944,1,1,0
18741,625866,1,1,0
18742,9706683,1,1,0
18743,626294,1,1,0
18744,9704978,1,1,0
18745,626911,1,1,0
18746,9704702,1,1,0
18747,627156,1,1,0
18748,9704941,1,1,0
18749,628545,1,1,0
18750,9705236,1,1,0
18751,628727,1,1,0
18752,9704999,1,1,0
18753,628237,1,1,0
18754,9704579,1,1,0
18755,627979,1,1,0
18756,9704533,1,1,0
18757,627978,1,1,0
18758,9704310,1,1,0
18759,627870,1,1,0
18760,9704112,1,1,0
18761,627591,1,1,0
18762,9704023,1,1,0
18763,627377,1,1,0
18764,9703886,1,1,0
18765,627211,1,1,0
18766,9703634,1,1,0
18767,627034,1,1,0
18768,9703497,1,1,0
18769,626516,1,1,0
18770,97033605,1,1,0
18771,626220,1,1,0
18772,9703039,1,1,0
18773,626039,1,1,0
18774,9703072,1,1,0
18775,625847,1,1,0
18776,9703914,1,1,0
18777,625793,1,1,0
18778,9704045,1,1,0
18779,625816,1,1,0
18780,9704168,1,1,0
18781,625809,1,1,0
18782,9704251,1,1,0
18783,625707,1,1,0
18784,9704292,1,1,0
18785,625641,1,1,0
18786,9704380,1,1,0
18787,625308,1,1,0
18788,9704586,1,1,0
18789,625186,1,1,0
18790,9704637,1,1,0
18791,624882,1,1,0
18792,9705032,1,1,0
18793,624645,1,1,0
18794,9705132,1,1,0
18795,624524,1,1,0
18796,9705285,1,1,0
18797,624523,1,1,0
18798,9705440,1,1,0
18799,624555,1,1,0
18800,9705556,1,1,0
18801,624545,1,1,0
18802,9705977,1,1,0
18803,624418,1,1,0
18804,9706177,1,1,0
18805,624365,1,1,0
18806,9706398,1,1,0
18807,624344,1,1,0
18808,9706633,1,1,0
18809,624366,1,1,0
18810,9706753,1,1,0
18811,624348,1,1,0
18812,9707225,1,1,0
18813,624398,1,1,0
18814,9707492,1,1,0
18815,624146,1,1,0
18816,9707968,1,1,0
18817,624093,1,1,0
18818,9708396,1,1,0
18819,623772,1,1,0
18820,9708815,1,1,0
18821,623563,1,1,0
18822,9709412,1,1,0
18823,623065,1,1,0
18824,9709308,1,1,0
18825,622630,1,1,0
18826,9709418,1,1,0
18827,621573,1,1,0
18828,9709329,1,1,0
18829,sertão,1,1,0
18830,621582,1,1,0
18831,9709779,1,1,0
18832,622531,1,1,0
18833,9710010,1,1,0
18834,623205,1,1,0
18835,9710555,1,1,0
18836,623495,1,1,0
18837,9710839,1,1,0
18838,623496,1,1,0
18839,9711017,1,1,0
18840,622965,1,1,0
18841,9711618,1,1,0
18842,622768,1,1,0
18843,9711599,1,1,0
18844,622253,1,1,0
18845,97110675,1,1,0
18846,621342,1,1,0
18847,9711479,1,1,0
18848,621414,1,1,0
18849,9711960,1,1,0
18850,621394,1,1,0
18851,9712163,1,1,0
18852,621048,1,1,0
18853,9712060,1,1,0
18854,620886,1,1,0
18855,9712302,1,1,0
18856,619976,1,1,0
18857,9712486,1,1,0
18858,620061,1,1,0
18859,9712751,1,1,0
18860,620818,1,1,0
18861,9712914,1,1,0
18862,621356,1,1,0
18863,9712920,1,1,0
18864,622221,1,1,0
18865,9713034,1,1,0
18866,622342,1,1,0
18867,9713639,1,1,0
18868,622258,1,1,0
18869,9714060,1,1,0
18870,621747,1,1,0
18871,9714567,1,1,0
18872,622016,1,1,0
18873,9714872,1,1,0
18874,622109,1,1,0
18875,621962,1,1,0
18876,9715628,1,1,0
18877,621796,1,1,0
18878,9715643,1,1,0
18879,621538,1,1,0
18880,9715447,1,1,0
18881,621303,1,1,0
18882,9715357,1,1,0
18883,621000,1,1,0
18884,9715450,1,1,0
18885,420,1,1,0
18886,620534,1,1,0
18887,9715271,1,1,0
18888,620137,1,1,0
18889,619468,1,1,0
18890,9714529,1,1,0
18891,619401,1,1,0
18892,9714252,1,1,0
18893,424,1,1,0
18894,619507,1,1,0
18895,9714031,1,1,0
18896,619496,1,1,0
18897,9713789,1,1,0
18898,618199,1,1,0
18899,9712043,1,1,0
18900,618282,1,1,0
18901,9711271,1,1,0
18902,618519,1,1,0
18903,9710842,1,1,0
18904,619659,1,1,0
18905,9711438,1,1,0
18906,619943,1,1,0
18907,9711259,1,1,0
18908,619868,1,1,0
18909,9710937,1,1,0
18910,manajuí,1,1,0
18911,432,1,1,0
18912,618890,1,1,0
18913,9710323,1,1,0
18914,617768,1,1,0
18915,9710086,1,1,0
18916,434,1,1,0
18917,617379,1,1,0
18918,9709937,1,1,0
18919,435,1,1,0
18920,617235,1,1,0
18921,9709666,1,1,0
18922,436,1,1,0
18923,617595,1,1,0
18924,9709291,1,1,0
18925,618561,1,1,0
18926,9709385,1,1,0
18927,439,1,1,0
18928,618879,1,1,0
18929,9709425,1,1,0
18930,618908,1,1,0
18931,9709214,1,1,0
18932,618148,1,1,0
18933,9708834,1,1,0
18934,442,1,1,0
18935,617895,1,1,0
18936,9708601,1,1,0
18937,618188,1,1,0
18938,9708398,1,1,0
18939,618245,1,1,0
18940,9708240,1,1,0
18941,618211,1,1,0
18942,9708013,1,1,0
18943,618219,1,1,0
18944,9707761,1,1,0
18945,619511,1,1,0
18946,9707869,1,1,0
18947,619532,1,1,0
18948,9707648,1,1,0
18949,619495,1,1,0
18950,9707474,1,1,0
18951,618160,1,1,0
18952,9707339,1,1,0
18953,618114,1,1,0
18954,9706845,1,1,0
18955,617574,1,1,0
18956,9706513,1,1,0
18957,453,1,1,0
18958,617366,1,1,0
18959,9705511,1,1,0
18960,617032,1,1,0
18961,9705342,1,1,0
18962,616737,1,1,0
18963,9704783,1,1,0
18964,itatuaba,1,1,0
18965,616727,1,1,0
18966,9704947,1,1,0
18967,616743,1,1,0
18968,9705075,1,1,0
18969,616672,1,1,0
18970,9705281,1,1,0
18971,616612,1,1,0
18972,9705362,1,1,0
18973,460,1,1,0
18974,616441,1,1,0
18975,9705453,1,1,0
18976,616497,1,1,0
18977,9706427,1,1,0
18978,616409,1,1,0
18979,9706784,1,1,0
18980,616428,1,1,0
18981,9707026,1,1,0
18982,616710,1,1,0
18983,9707564,1,1,0
18984,465,1,1,0
18985,616819,1,1,0
18986,9707697,1,1,0
18987,615670,1,1,0
18988,9708173,1,1,0
18989,615096,1,1,0
18990,9708001,1,1,0
18991,615015,1,1,0
18992,9707858,1,1,0
18993,614909,1,1,0
18994,9707626,1,1,0
18995,614707,1,1,0
18996,9707215,1,1,0
18997,471,1,1,0
18998,614188,1,1,0
18999,9706491,1,1,0
19000,472,1,1,0
19001,613824,1,1,0
19002,9705723,1,1,0
19003,613526,1,1,0
19004,9705713,1,1,0
19005,araça,1,1,0
19006,613512,1,1,0
19007,9705892,1,1,0
19008,613746,1,1,0
19009,9707173,1,1,0
19010,jacarai,1,1,0
19011,614099,1,1,0
19012,9708317,1,1,0
19013,614626,1,1,0
19014,9708814,1,1,0
19015,478,1,1,0
19016,614564,1,1,0
19017,9708939,1,1,0
19018,613467,1,1,0
19019,9708730,1,1,0
19020,612524,1,1,0
19021,9708277,1,1,0
19022,481,1,1,0
19023,612649,1,1,0
19024,9707734,1,1,0
19025,611524,1,1,0
19026,9707374,1,1,0
19027,611322,1,1,0
19028,9707485,1,1,0
19029,611135,1,1,0
19030,9707875,1,1,0
19031,610821,1,1,0
19032,9707914,1,1,0
19033,610573,1,1,0
19034,9707723,1,1,0
19035,610508,1,1,0
19036,9707345,1,1,0
19037,488,1,1,0
19038,610533,1,1,0
19039,9706781,1,1,0
19040,489,1,1,0
19041,609507,1,1,0
19042,9706347,1,1,0
19043,608749,1,1,0
19044,9706232,1,1,0
19045,608597,1,1,0
19046,9705736,1,1,0
19047,492,1,1,0
19048,608739,1,1,0
19049,9705537,1,1,0
19050,608936,1,1,0
19051,9704945,1,1,0
19052,608692,1,1,0
19053,9704686,1,1,0
19054,495,1,1,0
19055,608763,1,1,0
19056,9704486,1,1,0
19057,496,1,1,0
19058,608540,1,1,0
19059,9704219,1,1,0
19060,608212,1,1,0
19061,9704210,1,1,0
19062,498,1,1,0
19063,607953,1,1,0
19064,9703893,1,1,0
19065,607401,1,1,0
19066,9703594,1,1,0
19067,607182,1,1,0
19068,9703384,1,1,0
19069,607154,1,1,0
19070,9703105,1,1,0
19071,606729,1,1,0
19072,9702452,1,1,0
19073,503,1,1,0
19074,606576,1,1,0
19075,9701921,1,1,0
19076,504,1,1,0
19077,606687,1,1,0
19078,9701293,1,1,0
19079,606640,1,1,0
19080,9700949,1,1,0
19081,506,1,1,0
19082,607046,1,1,0
19083,9700404,1,1,0
19084,507,1,1,0
19085,607942,1,1,0
19086,9700600,1,1,0
19087,608207,1,1,0
19088,9700129,1,1,0
19089,608237,1,1,0
19090,9699565,1,1,0
19091,608096,1,1,0
19092,9699105,1,1,0
19093,511,1,1,0
19094,607325,1,1,0
19095,9699007,1,1,0
19096,607287,1,1,0
19097,9698283,1,1,0
19098,606615,1,1,0
19099,9698264,1,1,0
19100,514,1,1,0
19101,606318,1,1,0
19102,9698632,1,1,0
19103,606083,1,1,0
19104,9699091,1,1,0
19105,516,1,1,0
19106,605560,1,1,0
19107,9699916,1,1,0
19108,604847,1,1,0
19109,9699990,1,1,0
19110,518,1,1,0
19111,601054,1,1,0
19112,9703692,1,1,0
19113,icatu,1,1,0
19114,611139,1,1,0
19115,9714924,1,1,0
19116,615729,1,1,0
19117,9725581,1,1,0
19118,fotovoltaico,1,1,0
19119,jid,1,1,0
19120,9325,1,1,0
19121,93577,1,1,0
19122,5013,1,1,0
19123,2070001206,1,1,0
19124,protrindade,1,1,0
19125,4459,1,1,0
19126,90,1,1,0
19127,1409,1,1,0
19128,1440,1,1,0
19129,3180,1,1,0
19130,780,1,1,0
19131,2520,1,1,0
19132,3600,1,1,0
19133,1620,1,1,0
19134,9633,1,1,0
19135,vpl,1,1,0
19136,ágio,1,1,0
19137,73725,1,1,0
19138,9390,1,1,0
19139,9782262261,1,1,0
19140,9452,1,1,0
19141,arquiteturas,1,1,0
19142,9163,1,1,0
19143,run,1,1,0
19144,discrepante,1,1,0
19145,desinstitucionalização,1,1,0
19146,10216,1,1,0
19147,9869,1,1,0
19148,partitura,1,1,0
19149,4520,1,1,0
19150,4521,1,1,0
19151,vizinhar,1,1,0
19152,4246,1,1,0
19153,descabido,1,1,0
19154,imunização,1,1,0
19155,9731,1,1,0
19156,insultuoso,1,1,0
19157,desrespeitoso,1,1,0
19158,expulso,1,1,0
19159,4388,1,1,0
19160,cachê,1,1,0
19161,dragar,1,1,0
19162,diplomações,1,1,0
19163,cpor,1,1,0
19164,npor,1,1,0
19165,conﬁança,1,1,0
19166,9322,1,1,0
19167,9927,1,1,0
19168,fenaju,1,1,0
19169,8058,1,1,0
19170,pbmc,1,1,0
19171,cientificas,1,1,0
19172,gex,1,1,0
19173,1778,1,1,0
19174,dtcea,1,1,0
19175,1758,1,1,0
19176,1759,1,1,0
19177,9672,1,1,0
19178,8772,1,1,0
19179,13266,1,1,0
19180,correcional,1,1,0
19181,sicab,1,1,0
19182,intrassetorial,1,1,0
19183,5231,1,1,0
19184,cdpc,1,1,0
19185,cnpa,1,1,0
19186,9050,1,1,0
19187,9890,1,1,0
19188,sppi,1,1,0
19189,9944,1,1,0
19190,8732,1,1,0
19191,nuclep,1,1,0
19192,inb,1,1,0
19193,7738,1,1,0
19194,10217,1,1,0
19195,7693,1,1,0
19196,9113,1,1,0
19197,9164,1,1,0
19198,9205,1,1,0
19199,9248,1,1,0
19200,7705,1,1,0
19201,7741,1,1,0
19202,7792,1,1,0
19203,7796,1,1,0
19204,7879,1,1,0
19205,7947,1,1,0
19206,7971,1,1,0
19207,8017,1,1,0
19208,8035,1,1,0
19209,8070,1,1,0
19210,8116,1,1,0
19211,8169,1,1,0
19212,8279,1,1,0
19213,8280,1,1,0
19214,8512,1,1,0
19215,reflita,1,1,0
19216,9037,1,1,0
19217,carazinho,1,1,0
19218,ferrogrão,1,1,0
19219,caetité,1,1,0
19220,10099,1,1,0
19221,8664,1,1,0
19222,8684,1,1,0
19223,8679,1,1,0
19224,7335,1,1,0
19225,9675,1,1,0
19226,8515,1,1,0
19227,8747,1,1,0
19228,8865,1,1,0
19229,sexismo,1,1,0
19230,cigano,1,1,0
19231,caiçaras,1,1,0
19232,faxinalenses,1,1,0
19233,benzedeiro,1,1,0
19234,raizeiro,1,1,0
19235,geraizeiros,1,1,0
19236,caatingueiros,1,1,0
19237,vazanteiros,1,1,0
19238,veredeiros,1,1,0
19239,apanhador,1,1,0
19240,pantaneiros,1,1,0
19241,morroquianos,1,1,0
19242,pomerano,1,1,0
19243,mangaba,1,1,0
19244,quebradeira,1,1,0
19245,cocar,1,1,0
19246,babaçu,1,1,0
19247,retireiros,1,1,0
19248,fecho,1,1,0
19249,cipozeiros,1,1,0
19250,andirobeiros,1,1,0
19251,caboclos,1,1,0
19252,20217,1,1,0
19253,confeitar,1,1,0
19254,hidrogenar,1,1,0
19255,centígrado,1,1,0
19256,defumar,1,1,0
19257,dessecar,1,1,0
19258,tripa,1,1,0
19259,bexigar,1,1,0
19260,796,1,1,0
19261,834,1,1,0
19262,835,1,1,0
19263,837,1,1,0
19264,839,1,1,0
19265,841,1,1,0
19266,880,1,1,0
19267,843,1,1,0
19268,901,1,1,0
19269,8890,1,1,0
19270,8891,1,1,0
19271,9001,1,1,0
19272,8574,1,1,0
19273,9155,1,1,0
19274,20117,1,1,0
19275,laborativos,1,1,0
19276,socioprofissional,1,1,0
19277,profissiográficos,1,1,0
19278,excepcionando,1,1,0
19279,rlr,1,1,0
19280,normatizada,1,1,0
19281,ciccn,1,1,0
19282,simrav,1,1,0
19283,roubo,1,1,0
19284,furto,1,1,0
19285,renavam,1,1,0
19286,renach,1,1,0
19287,sior,1,1,0
19288,rntrc,1,1,0
19289,monitriip,1,1,0
19290,receptação,1,1,0
19291,10446,1,1,0
19292,autocomposição,1,1,0
19293,ultraprocessados,1,1,0
19294,caisan,1,1,0
19295,12682,1,1,0
19296,interpretável,1,1,0
19297,eping,1,1,0
19298,3089,1,1,0
19299,34155,1,1,0
19300,93703,1,1,0
19301,55000749,1,1,0
19302,sbpa,1,1,0
19303,sbsv,1,1,0
19304,sbfl,1,1,0
19305,sbfz,1,1,0
19306,2697,1,1,0
19307,3145,1,1,0
19308,4100,1,1,0
19309,7127,1,1,0
19310,primitivar,1,1,0
19311,rodutos,1,1,0
19312,8583,1,1,0
19313,68449,1,1,0
19314,69846,1,1,0
19315,69859,1,1,0
19316,72344,1,1,0
19317,73668,1,1,0
19318,ipen,1,1,0
19319,ien,1,1,0
19320,cdtn,1,1,0
19321,8389,1,1,0
19322,8190,1,1,0
19323,8373,1,1,0
19324,cmo,1,1,0
19325,pmo,1,1,0
19326,redundância,1,1,0
19327,1132,1,1,0
19328,700,1,1,0
19329,impessão,1,1,0
19330,reinstituir,1,1,0
19331,centralidade,1,1,0
19332,indissociabilidade,1,1,0
19333,gricultores,1,1,0
19334,pronamp,1,1,0
19335,mcr,1,1,0
19336,cnm,1,1,0
19337,faser,1,1,0
19338,unicafes,1,1,0
19339,invento,1,1,0
19340,abreu,1,1,0
19341,rnest,1,1,0
19342,8367,1,1,0
19343,10097,1,1,0
19344,981,1,1,0
19345,queacarretem,1,1,0
19346,acidentários,1,1,0
19347,históricolaboral,1,1,0
19348,globalmente,1,1,0
19349,6693,1,1,0
19350,12304,1,1,0
19351,conteinerizada,1,1,0
19352,8588,1,1,0
19353,extrarregionais,1,1,0
19354,2331,1,1,0
19355,anamnese,1,1,0
19356,ginecológico,1,1,0
19357,cessável,1,1,0
19358,exonerável,1,1,0
19359,aceite,1,1,0
19360,656,1,1,0
19361,multimodalidade,1,1,0
19362,9598,1,1,0
19363,carecer,1,1,0
19364,satelitais,1,1,0
19365,coabilitados,1,1,0
19366,ppbs,1,1,0
19367,desmobilizar,1,1,0
19368,procedime,1,1,0
19369,admini,1,1,0
19370,strativo,1,1,0
19371,indútria,1,1,0
19372,comécio,1,1,0
19373,inde,1,1,0
19374,1544,1,1,0
19375,3649,1,1,0
19376,5315,1,1,0
19377,8059,1,1,0
19378,7141,1,1,0
19379,595,1,1,0
19380,espiritar,1,1,0
19381,cifrar,1,1,0
19382,indexa,1,1,0
19383,decifrar,1,1,0
19384,cabeçalho,1,1,0
19385,seguidamente,1,1,0
19386,fotocarta,1,1,0
19387,tipografia,1,1,0
19388,desfigurar,1,1,0
19389,logicamente,1,1,0
19390,anormalidade,1,1,0
19391,maquete,1,1,0
19392,vcge,1,1,0
19393,5301,1,1,0
19394,8170,1,1,0
19395,9936,1,1,0
19396,recepcionou,1,1,0
19397,erroneamente,1,1,0
19398,oic,1,1,0
19399,8498,1,1,0
19400,7337,1,1,0
19401,cofinanciar,1,1,0
19402,39262000,1,1,0
19403,48185000,1,1,0
19404,6301,1,1,0
19405,68129100,1,1,0
19406,94049000,1,1,0
19407,42021100,1,1,0
19408,42022100,1,1,0
19409,42023100,1,1,0
19410,42029100,1,1,0
19411,42050000,1,1,0
19412,630900,1,1,0
19413,6401,1,1,0
19414,4104,1,1,0
19415,4105,1,1,0
19416,4106,1,1,0
19417,4107,1,1,0
19418,83081000,1,1,0
19419,83082000,1,1,0
19420,96061000,1,1,0
19421,96062100,1,1,0
19422,96062200,1,1,0
19423,95066200,1,1,0
19424,camioneta,1,1,0
19425,vans,1,1,0
19426,propelir,1,1,0
19427,5132,1,1,0
19428,elencará,1,1,0
19429,8153,1,1,0
19430,9051,1,1,0
19431,derrogação,1,1,0
19432,recompe,1,1,0
19433,mitigatório,1,1,0
19434,11460,1,1,0
19435,etnoturismo,1,1,0
19436,etnocientífica,1,1,0
19437,3799,1,1,0
19438,5038,1,1,0
19439,frgps,1,1,0
19440,7919,1,1,0
19441,1922013,1,1,0
19442,9466808,1,1,0
19443,cabeleireiro,1,1,0
19444,fcfnde,1,1,0
19445,subitem,1,1,0
19446,12550,1,1,0
19447,unipessoal,1,1,0
19448,dozes,1,1,0
19449,8874,1,1,0
19450,896,1,1,0
19451,4862,1,1,0
19452,lacração,1,1,0
19453,inveracidade,1,1,0
19454,prescindível,1,1,0
19455,aferível,1,1,0
19456,incomunicabilidade,1,1,0
19457,injurioso,1,1,0
19458,precluindo,1,1,0
19459,contrapor,1,1,0
19460,12008,1,1,0
19461,esclerosar,1,1,0
19462,decreton,1,1,0
19463,fone,1,1,0
19464,539,1,1,0
19465,ptax,1,1,0
19466,8534,1,1,0
19467,20110,1,1,0
19468,clandestinamente,1,1,0
19469,5194,1,1,0
19470,pelogepbm,1,1,0
19471,sap,1,1,0
19472,industrializadso,1,1,0
19473,juno,1,1,0
19474,5483,1,1,0
19475,cenad,1,1,0
19476,parágra,1,1,0
19477,fo,1,1,0
19478,732017,1,1,0
19479,cgcp,1,1,0
19480,rpdc,1,1,0
19481,6935,1,1,0
19482,demontrativo,1,1,0
19483,33903602,1,1,0
19484,33903603,1,1,0
19485,33903646,1,1,0
19486,copeiragem,1,1,0
19487,reprográficos,1,1,0
19488,vegetativo,1,1,0
19489,precisamente,1,1,0
19490,7203,1,1,0
19491,7087,1,1,0
19492,falante,1,1,0
19493,dod,1,1,0
19494,militer,1,1,0
19495,confinamento,1,1,0
19496,autoimportador,1,1,0
19497,comprimir,1,1,0
19498,gnc,1,1,0
19499,ampola,1,1,0
19500,cilindro,1,1,0
19501,gaseíferos,1,1,0
19502,enterrar,1,1,0
19503,civilmente,1,1,0
19504,2039,1,1,0
19505,acessarem,1,1,0
19506,espacialização,1,1,0
19507,zeeamazonia,1,1,0
19508,policentrismo,1,1,0
19509,monocultura,1,1,0
19510,7407,1,1,0
19511,morno,1,1,0
19512,anitápolis,1,1,0
19513,garuva,1,1,0
19514,gaspar,1,1,0
19515,ilhota,1,1,0
19516,imbuia,1,1,0
19517,ituporanga,1,1,0
19518,massaranduba,1,1,0
19519,getulio,1,1,0
19520,timbó,1,1,0
19521,dionísio,1,1,0
19522,cerqueiro,1,1,0
19523,faxinal,1,1,0
19524,guedes,1,1,0
19525,guaraciaba,1,1,0
19526,guarujá,1,1,0
19527,lebon,1,1,0
19528,régis,1,1,0
19529,veloso,1,1,0
19530,tiago,1,1,0
19531,vargeão,1,1,0
19532,granizar,1,1,0
19533,cocal,1,1,0
19534,emater,1,1,0
19535,fortemente,1,1,0
19536,6977,1,1,0
19537,3692109,1,1,0
19538,8867,1,1,0
19539,6878,1,1,0
19540,7441,1,1,0
19541,7097,1,1,0
19542,paquistão,1,1,0
19543,593,1,1,0
19544,1875,1,1,0
19545,5197,1,1,0
19546,agostode,1,1,0
19547,pcasp,1,1,0
19548,traumatologia,1,1,0
19549,inca,1,1,0
19550,6863,1,1,0
19551,7417,1,1,0
19552,bnc,1,1,0
19553,humnanos,1,1,0
19554,7007,1,1,0
19555,albis,1,1,0
19556,2729,1,1,0
19557,sait,1,1,0
19558,fraterno,1,1,0
19559,núncio,1,1,0
19560,episcopal,1,1,0
19561,província,1,1,0
19562,prelazia,1,1,0
19563,vicariato,1,1,0
19564,sui,1,1,0
19565,iuris,1,1,0
19566,ordinariado,1,1,0
19567,ordinariados,1,1,0
19568,paróquia,1,1,0
19569,liturgia,1,1,0
19570,cultuar,1,1,0
19571,afeto,1,1,0
19572,demolir,1,1,0
19573,espiritual,1,1,0
19574,canônicas,1,1,0
19575,sacerdotal,1,1,0
19576,sacramental,1,1,0
19577,portanto,1,1,0
19578,índole,1,1,0
19579,litúrgico,1,1,0
19580,catequético,1,1,0
19581,sacerdote,1,1,0
19582,leigo,1,1,0
19583,alterao,1,1,0
19584,12200,1,1,0
19585,6918,1,1,0
19586,12280,1,1,0
19587,92560,1,1,0
19588,fonfiança,1,1,0
19589,7102,1,1,0
19590,7134,1,1,0
19591,6855,1,1,0
19592,fracione,1,1,0
19593,6914,1,1,0
19594,fenaseg,1,1,0
19595,7038,1,1,0
19596,recondicionados,1,1,0
19597,explotados,1,1,0
19598,permissível,1,1,0
19599,principiar,1,1,0
19600,feeral,1,1,0
19601,cmch,1,1,0
19602,repatriar,1,1,0
19603,naufrágio,1,1,0
19604,exexução,1,1,0
19605,expulsar,1,1,0
19606,controvérsas,1,1,0
19607,irreparável,1,1,0
19608,gagolina,1,1,0
19609,pmfc,1,1,0
19610,adeqüem,1,1,0
19611,3510,1,1,0
19612,5305,1,1,0
19613,6840,1,1,0
19614,5870,1,1,0
19615,decesso,1,1,0
19616,4741,1,1,0
19617,linde,1,1,0
19618,qüinqüênios,1,1,0
19619,atend,1,1,0
19620,imento,1,1,0
19621,con,1,1,0
19622,siderar,1,1,0
19623,2442,1,1,0
19624,mnistério,1,1,0
19625,58552,1,1,0
19626,60970,1,1,0
19627,62624,1,1,0
19628,63043,1,1,0
19629,63976,1,1,0
19630,64855,1,1,0
19631,66948,1,1,0
19632,68894,1,1,0
19633,70585,1,1,0
19634,70890,1,1,0
19635,72271,1,1,0
19636,73376,1,1,0
19637,74041,1,1,0
19638,75901,1,1,0
19639,76294,1,1,0
19640,77471,1,1,0
19641,78185,1,1,0
19642,78674,1,1,0
19643,79394,1,1,0
19644,79829,1,1,0
19645,80728,1,1,0
19646,81833,1,1,0
19647,82643,1,1,0
19648,83642,1,1,0
19649,84216,1,1,0
19650,84615,1,1,0
19651,84950,1,1,0
19652,85291,1,1,0
19653,85861,1,1,0
19654,86137,1,1,0
19655,86575,1,1,0
19656,87188,1,1,0
19657,87800,1,1,0
19658,88071,1,1,0
19659,88152,1,1,0
19660,88377,1,1,0
19661,88983,1,1,0
19662,89353,1,1,0
19663,89527,1,1,0
19664,89727,1,1,0
19665,90543,1,1,0
19666,91985,1,1,0
19667,93628,1,1,0
19668,94726,1,1,0
19669,95173,1,1,0
19670,97074,1,1,0
19671,97281,1,1,0
19672,97991,1,1,0
19673,98338,1,1,0
19674,98410,1,1,0
19675,98849,1,1,0
19676,98929,1,1,0
19677,99855,1,1,0
19678,827,1,1,0
19679,999,1,1,0
19680,1045,1,1,0
19681,1046,1,1,0
19682,1231,1,1,0
19683,1346,1,1,0
19684,1729,1,1,0
19685,2089,1,1,0
19686,2937,1,1,0
19687,3240,1,1,0
19688,3472,1,1,0
19689,3553,1,1,0
19690,4302,1,1,0
19691,4867,1,1,0
19692,acelaração,1,1,0
19693,1530,1,1,0
19694,7643,1,1,0
19695,pnfc,1,1,0
19696,pncf,1,1,0
19697,evi,1,1,0
19698,4753,1,1,0
19699,refendum,1,1,0
19700,tranqüilidade,1,1,0
19701,aquaviárias,1,1,0
19702,módico,1,1,0
19703,aqüaviários,1,1,0
19704,afluir,1,1,0
19705,retroáreas,1,1,0
19706,4391,1,1,0
19707,amajari,1,1,0
19708,mucajaí,1,1,0
19709,raposar,1,1,0
19710,sol,1,1,0
19711,jacamim,1,1,0
19712,caracaraí,1,1,0
19713,jabuti,1,1,0
19714,canauanim,1,1,0
19715,agrosilvopastoril,1,1,0
19716,epitaciolândia,1,1,0
19717,6298,1,1,0
19718,quadriênio,1,1,0
19719,ctma,1,1,0
19720,5233,1,1,0
19721,cpssmea,1,1,0
19722,sitema,1,1,0
19723,administraçãode,1,1,0
19724,1020,1,1,0
19725,6216,1,1,0
19726,2487,1,1,0
19727,2488,1,1,0
19728,11754,1,1,0
19729,geiprev,1,1,0
19730,929,1,1,0
19731,6132,1,1,0
19732,6314,1,1,0
19733,nacinal,1,1,0
19734,5951,1,1,0
19735,8965,1,1,0
19736,4763,1,1,0
19737,4933,1,1,0
19738,5946,1,1,0
19739,dispôe,1,1,0
19740,audivisuais,1,1,0
19741,cinematógráficas,1,1,0
19742,alicerce,1,1,0
19743,contraposição,1,1,0
19744,processadora,1,1,0
19745,continuadamente,1,1,0
19746,lanchonetes,1,1,0
19747,cardápio,1,1,0
19748,gravura,1,1,0
19749,credenciem,1,1,0
19750,vexatório,1,1,0
19751,estigmatizar,1,1,0
19752,velório,1,1,0
19753,padecimento,1,1,0
19754,circunstancial,1,1,0
19755,desabamento,1,1,0
19756,11505,1,1,0
19757,emulsão,1,1,0
19758,minissérie,1,1,0
19759,1089,1,1,0
19760,ficcionar,1,1,0
19761,974,1,1,0
19762,apenados,1,1,0
19763,articuladamente,1,1,0
19764,vacinal,1,1,0
19765,distintamente,1,1,0
19766,normalizaçãoe,1,1,0
19767,idec,1,1,0
19768,verbete,1,1,0
19769,dinamizar,1,1,0
19770,estruturalmente,1,1,0
19771,300000000,1,1,0
19772,537,1,1,0
19773,2530,1,1,0
19774,6919,1,1,0
19775,multifilamento,1,1,0
19776,monofilamento,1,1,0
19777,minimamente,1,1,0
19778,respiração,1,1,0
19779,respirador,1,1,0
19780,ensacar,1,1,0
19781,permissionamentos,1,1,0
19782,6483,1,1,0
19783,6139,1,1,0
19784,6162,1,1,0
19785,6163,1,1,0
19786,6193,1,1,0
19787,6206,1,1,0
19788,5391,1,1,0
19789,6115,1,1,0
19790,5526,1,1,0
19791,36600000,1,1,0
19792,10306,1,1,0
19793,compensável,1,1,0
19794,comitente,1,1,0
19795,11312,1,1,0
19796,soldo,1,1,0
19797,contraprestações,1,1,0
19798,pagável,1,1,0
19799,duplicar,1,1,0
19800,3775,1,1,0
19801,4296,1,1,0
19802,efavirenz,1,1,0
19803,dst,1,1,0
19804,desonesto,1,1,0
19805,pluricurricular,1,1,0
19806,multicampus,1,1,0
19807,etf,1,1,0
19808,eaf,1,1,0
19809,multicampi,1,1,0
19810,cefets,1,1,0
19811,4245,1,1,0
19812,4507,1,1,0
19813,concessã,1,1,0
19814,cultivável,1,1,0
19815,bonificador,1,1,0
19816,porteiro,1,1,0
19817,mesorregional,1,1,0
