,Word,Qtd_total,Qtd_interdocumental,stopword
4244,sisan,30,5,0
4245,senha,30,12,0
4246,intercambista,30,3,0
4247,pronac,30,3,0
4248,cnbs,30,1,0
4249,1100,30,3,0
4250,9817,30,1,0
4251,fust,30,1,0
4252,7637,30,1,0
4253,subcolegiados,29,19,0
4254,8171,29,20,0
4255,indenizações,29,24,0
4256,demorar,29,10,0
4257,virtual,29,11,0
4258,cas,29,10,0
4259,transversal,29,16,0
4260,ibram,29,8,0
4261,caducidade,29,11,0
4262,joule,29,5,0
4263,ção,29,8,0
4264,agroindustrial,29,19,0
4265,apropriação,29,21,0
4266,redistribuição,29,22,0
4267,diplomata,29,17,0
4268,varejar,29,14,0
4269,falho,29,21,0
4270,fatura,29,16,0
4271,teixeira,29,21,0
4272,pousar,29,15,0
4273,milésimo,29,11,0
4274,6704,29,13,0
4275,288,29,18,0
4276,360,29,7,0
4277,legitimação,29,2,0
4278,mãe,29,14,0
4279,entendido,29,24,0
4280,humanitário,29,15,0
4281,6759,29,13,0
4282,incubadora,29,12,0
4283,delhi,29,8,0
4284,insegurança,29,10,0
4285,agroecologia,29,6,0
4286,exótico,29,13,0
4287,frase,29,5,0
4288,patrocinar,29,16,0
4289,credenciar,29,22,0
4290,talibã,29,6,0
4291,poupança,29,16,0
4292,livramento,29,12,0
4293,descendente,29,26,0
4294,6714,29,29,0
4295,atualmente,29,27,0
4296,coijuv,29,2,0
4297,crbe,29,2,0
4298,convivência,29,16,0
4299,confecção,29,20,0
4300,devolver,29,22,0
4301,servidão,29,16,0
4302,eletrificação,29,9,0
4303,gdara,29,2,0
4304,cad,29,6,0
4305,jurisdicional,29,16,0
4306,8846,29,1,0
4307,secreto,29,13,0
4308,montar,29,13,0
4309,cgitr,29,2,0
4310,trigar,29,11,0
4311,pnpm,29,5,0
4312,cofiex,29,6,0
4313,repes,29,2,0
4314,turquia,29,11,0
4315,capitular,29,16,0
4316,9986,29,6,0
4317,nueva,29,10,0
4318,pronasolos,29,1,0
4319,loteria,29,10,0
4320,pnhr,29,4,0
4321,conit,29,2,0
4322,subscritar,28,21,0
4323,validar,28,18,0
4324,expor,28,23,0
4325,102,28,26,0
4326,pastar,28,24,0
4327,cps,28,5,0
4328,agraciar,28,17,0
4329,investigar,28,16,0
4330,10406,28,20,0
4331,valorizar,28,22,0
4332,metodológico,28,20,0
4333,barragem,28,14,0
4334,acadêmicas,28,19,0
4335,moradia,28,22,0
4336,6229,28,2,0
4337,legalização,28,10,0
4338,reciprocidade,28,12,0
4339,analítico,28,18,0
4340,ar,28,18,0
4341,priorizar,28,23,0
4342,sistematização,28,22,0
4343,oposição,28,23,0
4344,anísio,28,20,0
4345,106,28,17,0
4346,260,28,6,0
4347,amortecimento,28,14,0
4348,parnaíba,28,11,0
4349,tanque,28,12,0
4350,5751,28,9,0
4351,acolhido,28,22,0
4352,12188,28,10,0
4353,vantajoso,28,19,0
4354,tipologia,28,14,0
4355,fé,28,20,0
4356,representatividade,28,20,0
4357,dolo,28,18,0
4358,codefat,28,12,0
4359,exemplar,28,12,0
4360,bélico,28,20,0
4361,liquidez,28,20,0
4362,irlanda,28,10,0
4363,conaportos,28,3,0
4364,condicionante,28,21,0
4365,irrigação,28,17,0
4366,privilégio,28,15,0
4367,11445,28,6,0
4368,esportes,28,17,0
4369,fretar,28,12,0
4370,experimental,28,25,0
4371,encontro,28,22,0
4372,afetem,28,18,0
4373,gfip,28,22,0
4374,retroativamente,28,14,0
4375,6807,28,28,0
4376,teórico,28,13,0
4377,restabelecimento,28,15,0
4378,buenos,28,12,0
4379,aires,28,12,0
4380,8958,28,5,0
4381,reutilizável,28,6,0
4382,então,28,26,0
4383,gdar,28,3,0
4384,valoração,28,8,0
4385,rj,28,11,0
4386,acidentar,28,16,0
4387,artesanato,28,10,0
4388,abrigar,28,19,0
4389,seguradora,28,10,0
4390,11178,28,8,0
4391,km,28,6,0
4392,tenente,28,8,0
4393,refinanciamento,28,7,0
4394,conex,28,6,0
4395,ece,28,5,0
4396,sce,28,5,0
4397,classificador,28,4,0
4398,pngati,28,1,0
4399,fundaj,28,5,0
4400,cgpid,28,3,0
4401,7333,28,4,0
4402,mw,28,4,0
4403,sicaf,28,7,0
4404,ccc,28,3,0
4405,10112,28,1,0
4406,8207,28,1,0
4407,10093,28,1,0
4408,siops,28,1,0
4409,9685,28,1,0
4410,rol,27,23,0
4411,locatário,27,20,0
4412,objetivem,27,23,0
4413,viabilização,27,22,0
4414,observatório,27,11,0
4415,operacionalizar,27,21,0
4416,resseguro,27,17,0
4417,oral,27,13,0
4418,alocado,27,17,0
4419,interrompido,27,19,0
4420,gastar,27,20,0
4421,relatar,27,21,0
4422,sensorial,27,15,0
4423,qae,27,4,0
4424,quarto,27,14,0
4425,afetas,27,20,0
4426,general,27,12,0
4427,feirar,27,17,0
4428,xxxiv,27,20,0
4429,xxxvi,27,21,0
4430,coletivos,27,21,0
4431,tradição,27,24,0
4432,coreia,27,11,0
4433,desativação,27,11,0
4434,vocação,27,11,0
4435,cabeceira,27,5,0
4436,216,27,17,0
4437,303,27,17,0
4438,averbar,27,17,0
4439,particularidade,27,15,0
4440,rescindir,27,21,0
4441,12512,27,10,0
4442,kiev,27,9,0
4443,uniforme,27,17,0
4444,eleger,27,19,0
4445,inabilitar,27,24,0
4446,11171,27,7,0
4447,pátio,27,11,0
4448,lesão,27,15,0
4449,valec,27,6,0
4450,consulente,27,3,0
4451,delegacia,27,19,0
4452,12402,27,4,0
4453,higiene,27,14,0
4454,guiné,27,8,0
4455,seções,27,17,0
4456,idioma,27,19,0
4457,experimentação,27,10,0
4458,gps,27,24,0
4459,8072,27,15,0
4460,6876,27,27,0
4461,fmm,27,5,0
4462,nexo,27,7,0
4463,nulo,27,23,0
4464,fcp,27,10,0
4465,1351,27,26,0
4466,fábrica,27,8,0
4467,averiguação,27,10,0
4468,pmfs,27,4,0
4469,9424,27,10,0
4470,satélite,27,17,0
4471,6037,27,1,0
4472,dutos,27,7,0
4473,presar,27,10,0
4474,infratores,27,7,0
4475,recoop,27,8,0
4476,preterição,27,7,0
4477,cáceres,27,9,0
4478,fge,27,10,0
4479,ecti,27,1,0
4480,pnhu,27,3,0
4481,6909,27,2,0
4482,6452,27,3,0
4483,9881,27,1,0
4484,resolvido,26,25,0
4485,suceder,26,19,0
4486,desinvestimento,26,7,0
4487,arrendatárias,26,19,0
4488,hidrelétrica,26,16,0
4489,cnis,26,4,0
4490,transação,26,16,0
4491,autorizatário,26,4,0
4492,atuarem,26,17,0
4493,estruturadores,26,12,0
4494,moratório,26,21,0
4495,ovo,26,7,0
4496,inerte,26,9,0
4497,176,26,14,0
4498,testar,26,17,0
4499,ordenar,26,20,0
4500,habitual,26,16,0
4501,turista,26,12,0
4502,binacional,26,14,0
4503,autenticação,26,14,0
4504,9711,26,9,0
4505,7150,26,25,0
4506,englobar,26,21,0
4507,engajamento,26,13,0
4508,denunciante,26,6,0
4509,mediação,26,14,0
4510,madri,26,10,0
4511,protocolado,26,19,0
4512,confluência,26,6,0
4513,aproximar,26,16,0
4514,159,26,11,0
4515,santana,26,12,0
4516,3138,26,26,0
4517,lado,26,21,0
4518,iminente,26,21,0
4519,impugnar,26,18,0
4520,reformulação,26,20,0
4521,potável,26,10,0
4522,pai,26,18,0
4523,partilhar,26,18,0
4524,intergestores,26,8,0
4525,estruturante,26,20,0
4526,advertir,26,14,0
4527,paraíba,26,15,0
4528,sif,26,2,0
4529,atenuante,26,11,0
4530,atracação,26,15,0
4531,aquático,26,13,0
4532,8670,26,8,0
4533,numerar,26,18,0
4534,minério,26,9,0
4535,enriquecimento,26,6,0
4536,salarial,26,17,0
4537,capturar,26,14,0
4538,navegável,26,7,0
4539,quilômetros,26,15,0
4540,6921,26,26,0
4541,posicionar,26,20,0
4542,corretivos,26,4,0
4543,multiplicação,26,21,0
4544,apreender,26,12,0
4545,masculino,26,16,0
4546,romênia,26,8,0
4547,fortalezar,26,19,0
4548,9357,26,2,0
4549,7426,26,5,0
4550,7525,26,1,0
4551,hfa,26,3,0
4552,gdatr,26,3,0
4553,avaliador,26,15,0
4554,intimar,26,22,0
4555,brigadeiro,26,7,0
4556,semicondutor,26,10,0
4557,irretratável,26,18,0
4558,assinalar,26,22,0
4559,perdurar,26,25,0
4560,rfb,26,9,0
4561,projeção,26,19,0
4562,sbpc,26,21,0
4563,coréia,26,12,0
4564,renumerado,26,15,0
4565,sc,26,8,0
4566,dner,26,6,0
4567,5200,26,1,0
4568,3473,26,8,0
4569,regionalizar,26,10,0
4570,frutar,26,8,0
4571,coninv,26,6,0
4572,sped,26,3,0
4573,artefatos,26,15,0
4574,fds,26,6,0
4575,ccr,26,6,0
4576,6303,26,2,0
4577,9798,26,1,0
4578,renovabio,26,4,0
4579,cogitação,26,2,0
4580,6269,26,1,0
4581,cúpula,25,11,0
4582,1678,25,25,0
4583,metragem,25,16,0
4584,destituir,25,15,0
4585,socioeducativas,25,7,0
4586,concreto,25,24,0
4587,destituição,25,15,0
4588,vulto,25,8,0
4589,cin,25,5,0
4590,justificadamente,25,16,0
4591,reorganização,25,17,0
4592,enunciar,25,23,0
4593,resolver,25,21,0
4594,feijão,25,13,0
4595,honrar,25,13,0
4596,recair,25,24,0
4597,11483,25,6,0
4598,contexto,25,20,0
4599,reutilização,25,11,0
4600,107,25,19,0
4601,razoabilidade,25,21,0
4602,prepor,25,16,0
4603,detido,25,21,0
4604,juazeiro,25,7,0
4605,digitalizar,25,10,0
4606,110,25,17,0
4607,9433,25,11,0
4608,interface,25,21,0
4609,bloco,25,15,0
4610,converter,25,18,0
4611,selecionado,25,14,0
4612,sustentar,25,17,0
4613,40556,25,14,0
4614,bélgica,25,10,0
4615,cni,25,17,0
4616,altura,25,9,0
4617,atuarial,25,14,0
4618,renegociar,25,12,0
4619,intangível,25,13,0
4620,adimplemento,25,14,0
4621,oeste,25,16,0
4622,fluido,25,10,0
4623,epidemiológico,25,16,0
4624,durável,25,6,0
4625,restauração,25,18,0
4626,quadrimestral,25,22,0
4627,ambulatorial,25,18,0
4628,remição,25,14,0
4629,horizonte,25,12,0
4630,6958,25,25,0
4631,mudo,25,14,0
4632,tolerância,25,14,0
4633,moralidade,25,16,0
4634,conatrap,25,2,0
4635,9440,25,10,0
4636,convenente,25,14,0
4637,rejeito,25,8,0
4638,plástico,25,10,0
4639,repenec,25,1,0
4640,recom,25,1,0
4641,colateral,25,15,0
4642,meteorologia,25,13,0
4643,extrair,25,17,0
4644,cn,25,18,0
4645,fundeb,25,5,0
4646,cati,25,5,0
4647,5379,25,9,0
4648,8125,25,1,0
4649,cal,25,12,0
4650,otimização,25,16,0
4651,1949,25,11,0
4652,4513,25,2,0
4653,depoimento,25,7,0
4654,fghab,25,7,0
4655,9696,25,2,0
4656,confac,25,4,0
4657,eppgg,25,3,0
4658,9209,25,1,0
4659,cig,25,2,0
4660,fgee,25,2,0
4661,7128,25,2,0
4662,10142,25,1,0
4663,rtu,25,1,0
4664,atração,24,12,0
4665,compensatório,24,18,0
4666,excelência,24,14,0
4667,oficialmente,24,19,0
4668,nesses,24,23,0
4669,fundamentação,24,21,0
4670,xxxv,24,20,0
4671,identificador,24,19,0
4672,remanejar,24,19,0
4673,soldar,24,19,0
4674,análogo,24,15,0
4675,dificuldade,24,20,0
4676,consequência,24,18,0
4677,reciclagem,24,11,0
4678,1940,24,18,0
4679,washington,24,13,0
4680,10593,24,14,0
4681,autoria,24,16,0
4682,topográfico,24,14,0
4683,166,24,14,0
4684,199,24,24,0
4685,213,24,14,0
4686,eólico,24,8,0
4687,viário,24,16,0
4688,quilombolas,24,18,0
4689,limítrofe,24,16,0
4690,cruzamento,24,20,0
4691,rodar,24,13,0
4692,expedidor,24,13,0
4693,extratos,24,17,0
4694,minerário,24,3,0
4695,vila,24,15,0
4696,solucionar,24,20,0
4697,poligonal,24,10,0
4698,acostagem,24,12,0
4699,alçar,24,13,0
4700,recife,24,11,0
4701,13340,24,3,0
4702,pro,24,19,0
4703,5662,24,21,0
4704,12546,24,11,0
4705,ocidental,24,8,0
4706,13080,24,10,0
4707,mamadeira,24,2,0
4708,intensivo,24,13,0
4709,intuito,24,20,0
4710,convencional,24,11,0
4711,enfoque,24,10,0
4712,desobrigar,24,13,0
4713,irpj,24,8,0
4714,vício,24,20,0
4715,danificar,24,11,0
4716,jazer,24,3,0
4717,4941,24,23,0
4718,privatização,24,9,0
4719,7025,24,24,0
4720,6982,24,24,0
4721,adene,24,10,0
4722,mapa,24,14,0
4723,miséria,24,6,0
4724,voar,24,7,0
4725,contingente,24,16,0
4726,biomassa,24,9,0
4727,alfandegamento,24,5,0
4728,videofonográficas,24,3,0
4729,agf,24,21,0
4730,cpgf,24,3,0
4731,barbar,24,7,0
4732,algodão,24,13,0
4733,arroz,24,12,0
4734,cevar,24,8,0
4735,7367,24,1,0
4736,contrabando,24,9,0
4737,omc,24,5,0
4738,japão,24,11,0
4739,caracas,24,10,0
4740,3642,24,24,0
4741,2472,24,8,0
4742,causador,24,9,0
4743,6848,24,1,0
4744,náutico,24,7,0
4745,comunicador,24,2,0
4746,dnocs,24,3,0
4747,suco,24,5,0
4748,hemoderivados,24,8,0
4749,cpmf,24,3,0
4750,9841,24,5,0
4751,autorizativos,24,5,0
4752,10223,24,2,0
4753,celsius,24,5,0
4754,10074,24,1,0
4755,destilar,24,4,0
4756,cdfgee,24,1,0
4757,cepr,24,2,0
4758,srf,24,3,0
4759,gdapmp,24,1,0
4760,8743,24,1,0
4761,exibidor,23,14,0
4762,nacionalmente,23,15,0
4763,querer,23,16,0
4764,funag,23,5,0
4765,recuperar,23,22,0
4766,acionárias,23,17,0
4767,exceções,23,20,0
4768,eletronuclear,23,6,0
4769,coincidente,23,17,0
4770,harmonização,23,19,0
4771,eletivo,23,19,0
4772,xxxvii,23,17,0
4773,monumento,23,6,0
4774,reconstrução,23,10,0
4775,méxico,23,11,0
4776,cibernético,23,9,0
4777,contingência,23,15,0
4778,223,23,14,0
4779,envolvimento,23,16,0
4780,trazer,23,17,0
4781,esclarecer,23,20,0
4782,9496,23,5,0
4783,autônoma,23,14,0
4784,naquele,23,20,0
4785,correlação,23,15,0
4786,georreferenciadas,23,19,0
4787,1952,23,11,0
4788,contornar,23,9,0
4789,290,23,18,0
4790,adjacente,23,16,0
4791,royalties,23,12,0
4792,georreferenciado,23,12,0
4793,eletronicamente,23,18,0
4794,visualização,23,9,0
4795,ocupacional,23,15,0
4796,nu,23,7,0
4797,crise,23,13,0
4798,reverter,23,19,0
4799,português,23,18,0
4800,levantar,23,17,0
4801,recorrer,23,16,0
4802,adicionalmente,23,21,0
4803,cédula,23,16,0
4804,9657,23,5,0
4805,revalidar,23,9,0
4806,passador,23,4,0
4807,raiz,23,10,0
4808,modelagem,23,14,0
4809,urgente,23,22,0
4810,9519,23,23,0
4811,2075,23,22,0
4812,conaero,23,3,0
4813,naquela,23,15,0
4814,interinstitucional,23,21,0
4815,sinaes,23,5,0
4816,horizontal,23,8,0
4817,hidráulico,23,10,0
4818,hidrelétricas,23,9,0
4819,termelétricas,23,8,0
4820,reabertura,23,15,0
4821,natal,23,19,0
4822,cominar,23,17,0
4823,canadá,23,10,0
4824,7051,23,23,0
4825,objetivamente,23,22,0
4826,efetivados,23,20,0
4827,8325,23,11,0
4828,sinesp,23,9,0
4829,despendido,23,16,0
4830,congelamento,23,13,0
4831,praga,23,8,0
4832,procurar,23,14,0
4833,458,23,7,0
4834,seqüência,23,17,0
4835,6188,23,11,0
4836,aviador,23,12,0
4837,martim,23,5,0
4838,confessional,23,13,0
4839,elegível,23,17,0
4840,angola,23,9,0
4841,6391,23,5,0
4842,7827,23,8,0
4843,soja,23,10,0
4844,empreitar,23,9,0
4845,5032,23,22,0
4846,treinar,23,8,0
4847,petrecho,23,10,0
4848,ancilar,23,12,0
4849,josé,23,11,0
4850,reflorestamento,23,12,0
4851,católico,23,2,0
4852,4872,23,1,0
4853,6112003,23,1,0
4854,9047,23,2,0
4855,molusco,23,7,0
4856,6288,23,1,0
4857,enxertar,23,1,0
4858,eip,23,2,0
4859,8925,23,1,0
4860,sobretudo,22,19,0
4861,espectro,22,7,0
4862,revertido,22,19,0
4863,ementar,22,17,0
4864,equidade,22,16,0
4865,internacionalmente,22,20,0
4866,novamente,22,22,0
4867,11508,22,4,0
4868,coisa,22,4,0
4869,aparelhar,22,15,0
4870,pressão,22,15,0
4871,motorista,22,8,0
4872,milênio,22,3,0
4873,intergovernamental,22,18,0
4874,recreativo,22,18,0
4875,152,22,15,0
4876,custodiar,22,22,0
4877,atingimento,22,18,0
4878,migração,22,12,0
4879,populacional,22,20,0
4880,denunciar,22,19,0
4881,estrutural,22,12,0
4882,838,22,3,0
4883,9360,22,7,0
4884,149,22,15,0
4885,reservatório,22,14,0
4886,interferência,22,15,0
4887,transcrição,22,12,0
4888,demarcar,22,11,0
4889,rejeitar,22,16,0
4890,anúncio,22,11,0
4891,subscrito,22,20,0
4892,molde,22,15,0
4893,13408,22,8,0
4894,10696,22,10,0
4895,exarar,22,14,0
4896,radiofrequência,22,8,0
4897,cna,22,14,0
4898,sudão,22,11,0
4899,mortem,22,10,0
4900,concentração,22,18,0
4901,contíguo,22,16,0
4902,revistar,22,15,0
4903,matemático,22,13,0
4904,falsificação,22,8,0
4905,óbito,22,14,0
4906,13155,22,8,0
4907,regulatórios,22,16,0
4908,itinerário,22,14,0
4909,pó,22,7,0
4910,nutriente,22,3,0
4911,incompleto,22,12,0
4912,aleitamento,22,2,0
4913,11488,22,12,0
4914,gru,22,22,0
4915,amazônica,22,13,0
4916,abema,22,17,0
4917,cmb,22,6,0
4918,ace,22,4,0
4919,premiação,22,8,0
4920,monitor,22,15,0
4921,verdade,22,9,0
4922,ininterruptamente,22,17,0
4923,semiaberto,22,7,0
4924,cegueira,22,15,0
4925,justificação,22,14,0
4926,11343,22,15,0
4927,4541,22,9,0
4928,literatura,22,11,0
4929,arrecadador,22,11,0
4930,7125,22,22,0
4931,inoculantes,22,5,0
4932,subsidiariamente,22,22,0
4933,9637,22,16,0
4934,adequadamente,22,18,0
4935,enumerar,22,20,0
4936,impróprio,22,10,0
4937,fundear,22,15,0
4938,organizativo,22,8,0
4939,6890,22,10,0
4940,falecer,22,12,0
4941,gdapm,22,2,0
4942,moscar,22,7,0
4943,8221,22,4,0
4944,61078,22,4,0
4945,triticale,22,6,0
4946,embalar,22,9,0
4947,observador,22,17,0
4948,10707,22,7,0
4949,hostil,22,6,0
4950,10176,22,12,0
4951,pr,22,10,0
4952,mau,22,12,0
4953,lastrar,22,11,0
4954,4543,22,9,0
4955,9690,22,4,0
4956,9741,22,1,0
4957,9035,22,5,0
4958,puerto,22,8,0
4959,esocial,22,2,0
4960,ultrassecreto,22,3,0
4961,telefonar,22,14,0
4962,sgdc,22,2,0
4963,6538,22,2,0
4964,catálogo,22,10,0
4965,pluvial,22,7,0
4966,ggpp,22,2,0
4967,7604,22,2,0
4968,5155,22,2,0
4969,gtt,22,1,0
4970,8226,22,1,0
4971,direcionadas,21,11,0
4972,utensílio,21,11,0
4973,subsecretário,21,15,0
4974,siest,21,15,0
4975,conjugar,21,18,0
4976,12111,21,6,0
4977,pendência,21,14,0
4978,reportar,21,17,0
4979,emissora,21,13,0
4980,cenário,21,17,0
4981,transparentar,21,19,0
4982,1950,21,13,0
4983,atentar,21,14,0
4984,dgp,21,5,0
4985,iot,21,1,0
4986,agir,21,19,0
4987,acusar,21,8,0
4988,13681,21,4,0
4989,protocolizar,21,14,0
4990,9785,21,5,0
4991,rcito,21,4,0
4992,xxxix,21,16,0
4993,ramo,21,15,0
4994,aguardar,21,18,0
4995,endereço,21,11,0
4996,doutor,21,12,0
4997,9676,21,8,0
4998,1026,21,18,0
4999,soberania,21,16,0
5000,conscientização,21,17,0
5001,celeridade,21,13,0
5002,interveniente,21,15,0
5003,potencialidade,21,17,0
5004,10086,21,17,0
5005,aceitabilidade,21,9,0
5006,evidência,21,14,0
5007,remover,21,18,0
5008,4992,21,9,0
5009,104,21,19,0
5010,108,21,16,0
5011,145,21,19,0
5012,165,21,17,0
5013,201,21,19,0
5014,9445,21,10,0
5015,13465,21,3,0
5016,9597,21,2,0
5017,eximir,21,20,0
5018,vagar,21,15,0
5019,perigar,21,14,0
5020,sobreposição,21,12,0
5021,circunscrição,21,15,0
5022,associativo,21,13,0
5023,expensas,21,20,0
5024,contraprestação,21,16,0
5025,8961,21,6,0
5026,socioassistencial,21,9,0
5027,renca,21,2,0
5028,explorador,21,10,0
5029,subalterno,21,12,0
5030,prata,21,5,0
5031,roma,21,9,0
5032,semiárido,21,8,0
5033,vermelho,21,8,0
5034,adulteração,21,9,0
5035,marfim,21,11,0
5036,embaraçar,21,15,0
5037,irã,21,7,0
5038,explosivo,21,14,0
5039,gratuitamente,21,18,0
5040,gestante,21,12,0
5041,gradual,21,17,0
5042,concomitante,21,20,0
5043,comemorativo,21,21,0
5044,viajante,21,7,0
5045,cmse,21,5,0
5046,reproduzir,21,14,0
5047,correções,21,14,0
5048,10336,21,12,0
5049,afetar,21,16,0
5050,7211,21,21,0
5051,7157,21,21,0
5052,fiança,21,14,0
5053,rt,21,11,0
5054,condicionalidade,21,7,0
5055,chassi,21,9,0
5056,creditício,21,12,0
5057,preposto,21,15,0
5058,contratualmente,21,14,0
5059,ativação,21,9,0
5060,gdrh,21,2,0
5061,planilha,21,12,0
5062,8001,21,8,0
5063,fitossanitários,21,7,0
5064,entrepor,21,12,0
5065,retido,21,12,0
5066,7649,21,1,0
5067,1521,21,10,0
5068,8749,21,1,0
5069,on,21,12,0
5070,milho,21,11,0
5071,7462,21,7,0
5072,lesivo,21,12,0
5073,cer,21,4,0
5074,excepcionalidade,21,17,0
5075,cmed,21,4,0
5076,leão,21,7,0
5077,vr,21,7,0
5078,corregedor,21,14,0
5079,leito,21,11,0
5080,geipot,21,3,0
5081,intendência,21,7,0
5082,fluência,21,8,0
5083,colheita,21,11,0
5084,procel,21,3,0
5085,anistia,21,9,0
5086,pra,21,6,0
5087,senac,21,9,0
5088,10081,21,1,0
5089,marginar,21,12,0
5090,imune,21,10,0
5091,8853,21,1,0
5092,11941,21,5,0
5093,11653,21,3,0
5094,funcines,21,1,0
5095,petrolina,21,4,0
5096,8021,21,1,0
5097,pnsan,21,1,0
5098,7175,21,3,0
5099,9488,21,2,0
5100,6609,21,1,0
5101,correio,20,13,0
5102,12187,20,8,0
5103,biomas,20,13,0
5104,gusmão,20,8,0
5105,injustificar,20,19,0
5106,integralidade,20,13,0
5107,inocuidade,20,5,0
5108,12715,20,9,0
5109,antecipadamente,20,17,0
5110,arquitetura,20,18,0
5111,coleção,20,9,0
5112,adestramento,20,10,0
5113,privilegiar,20,16,0
5114,subunidade,20,18,0
5115,independe,20,19,0
5116,menção,20,16,0
5117,confirmação,20,17,0
5118,9003,20,13,0
5119,profissionalização,20,18,0
5120,8071,20,20,0
5121,reexportação,20,5,0
5122,certeza,20,17,0
5123,verba,20,12,0
5124,preponderantemente,20,11,0
5125,combatente,20,7,0
5126,predial,20,11,0
5127,montreal,20,9,0
5128,202,20,17,0
5129,212,20,11,0
5130,219,20,15,0
5131,cima,20,7,0
5132,1596,20,12,0
5133,305,20,14,0
5134,amador,20,6,0
5135,13001,20,6,0
5136,intermediação,20,14,0
5137,monetariamente,20,13,0
5138,reenquadramento,20,6,0
5139,pôr,20,12,0
5140,certar,20,10,0
5141,creche,20,7,0
5142,mensuração,20,17,0
5143,trimestral,20,12,0
5144,totalizar,20,10,0
5145,foz,20,12,0
5146,luís,20,11,0
5147,liquefazer,20,9,0
5148,9718,20,10,0
5149,porventura,20,18,0
5150,12529,20,9,0
5151,praticagem,20,3,0
5152,10177,20,10,0
5153,7078,20,7,0
5154,dinâmico,20,15,0
5155,antidopagem,20,4,0
5156,vaz,20,3,0
5157,lacustre,20,8,0
5158,chupeta,20,2,0
5159,usual,20,16,0
5160,moldurar,20,3,0
5161,milímetro,20,4,0
5162,cronológico,20,15,0
5163,dragagem,20,6,0
5164,consistência,20,13,0
5165,somália,20,10,0
5166,democratização,20,17,0
5167,maria,20,9,0
5168,7369,20,20,0
5169,2022,20,11,0
5170,creditório,20,7,0
5171,coletar,20,17,0
5172,viação,20,9,0
5173,secex,20,2,0
5174,drawback,20,7,0
5175,go,20,6,0
5176,7212,20,7,0
5177,cbc,20,2,0
5178,policiamento,20,8,0
5179,7133,20,5,0
5180,9826,20,14,0
5181,subclasse,20,10,0
5182,emergenciais,20,17,0
5183,retaero,20,1,0
5184,farmácia,20,12,0
5185,intérprete,20,7,0
5186,solidariedade,20,15,0
5187,5123,20,7,0
5188,gdasa,20,2,0
5189,gdatfa,20,2,0
5190,gdarm,20,2,0
5191,abordagem,20,18,0
5192,estiagem,20,9,0
5193,9995,20,6,0
5194,cogep,20,1,0
5195,mogno,20,4,0
5196,intra,20,16,0
5197,unificação,20,16,0
5198,bridgetown,20,5,0
5199,11484,20,5,0
5200,microcrédito,20,3,0
5201,estaleiro,20,9,0
5202,sbtvd,20,2,0
5203,portaria,20,15,0
5204,cruzar,20,8,0
5205,transgressor,20,1,0
5206,prescrever,20,16,0
5207,ccci,20,5,0
5208,3746,20,6,0
5209,9964,20,7,0
5210,gr,20,14,0
5211,12855,20,4,0
5212,irrevogável,20,12,0
5213,9511,20,2,0
5214,11945,20,6,0
5215,cisap,20,1,0
5216,ffex,20,2,0
5217,11768,20,6,0
5218,sfc,20,3,0
5219,8611,20,2,0
5220,biofertilizantes,20,2,0
5221,gdap,20,1,0
5222,renuclear,20,1,0
5223,sfb,20,5,0
5224,aae,20,2,0
5225,7144,20,1,0
5226,campeonato,20,3,0
5227,ararinha,20,1,0
5228,cet,20,1,0
5229,gdapi,20,1,0
5230,6428,20,1,0
5231,8740,20,1,0
5232,10126,20,1,0
5233,registrante,20,2,0
5234,descobrir,19,14,0
5235,progredir,19,4,0
5236,subscrever,19,13,0
5237,7689,19,14,0
5238,variedade,19,6,0
5239,paridade,19,17,0
5240,8159,19,9,0
5241,alexandre,19,7,0
5242,velho,19,12,0
5243,reconduzir,19,17,0
5244,bacharel,19,13,0
5245,angra,19,4,0
5246,pertinência,19,17,0
5247,6979,19,2,0
5248,coletadas,19,15,0
5249,mostrar,19,15,0
5250,referendar,19,14,0
5251,7724,19,8,0
5252,geológico,19,8,0
5253,patrimônios,19,2,0
5254,elencadas,19,17,0
5255,inviável,19,13,0
5256,gravação,19,19,0
5257,repercussão,19,15,0
5258,anverso,19,6,0
5259,roto,19,14,0
5260,desenhar,19,16,0
5261,espetáculos,19,7,0
5262,661,19,4,0
5263,214,19,16,0
5264,aquícola,19,4,0
5265,ideal,19,8,0
5266,definidor,19,13,0
5267,satisfeito,19,17,0
5268,acionista,19,11,0
5269,procuração,19,16,0
5270,hóspede,19,2,0
5271,palavra,19,14,0
5272,rs,19,5,0
5273,votante,19,12,0
5274,precário,19,14,0
5275,teresina,19,4,0
5276,reversar,19,5,0
5277,locacional,19,6,0
5278,frança,19,7,0
5279,digitalização,19,6,0
5280,5773,19,7,0
5281,aludir,19,15,0
5282,nutricionista,19,3,0
5283,regionalmente,19,8,0
5284,conveniados,19,15,0
5285,recente,19,13,0
5286,recompensar,19,4,0
5287,desoneração,19,10,0
5288,solidariamente,19,14,0
5289,detalhamentos,19,16,0
5290,socioeconômico,19,10,0
5291,8930,19,7,0
5292,7488,19,19,0
5293,7429,19,19,0
5294,decom,19,1,0
5295,fnac,19,2,0
5296,1593,19,5,0
5297,efetuando,19,12,0
5298,12309,19,7,0
5299,8802,19,5,0
5300,tradutor,19,8,0
5301,sonegação,19,10,0
5302,7,19,17,0
5303,inexistindo,19,19,0
5304,3953,19,8,0
